Fecha,Precio,Titulo,Imagen
2026-08-23 01:15,637.78,,
2026-08-23 02:59,637.78,,
2026-08-23 04:25,637.78,,
2026-08-23 05:45,637.78,,
2026-08-23 06:31,637.78,,
2026-08-23 07:24,637.78,,
2026-08-23 08:31,637.78,,
2026-08-23 09:29,637.78,,
2026-08-23 10:23,637.78,,
2026-08-23 11:23,637.78,,
2026-08-23 12:18,641.74,,
2026-08-23 13:16,641.74,,
2026-08-23 14:28,641.74,,
2026-08-23 15:28,641.74,,
2026-08-23 16:18,641.74,,
2026-08-23 17:16,641.74,,
2026-08-23 18:18,641.74,,
2026-08-23 19:16,641.74,,
2026-08-23 20:21,641.74,,
2026-08-23 21:19,641.74,,
2026-08-23 22:16,641.74,,
2026-08-23 23:16,641.74,,
2026-08-24 00:16,641.74,,
2026-08-24 01:15,641.74,,
2026-08-24 02:56,641.74,,
2026-08-24 04:22,641.74,,
2026-08-24 05:50,641.74,,
2026-08-24 06:39,641.74,,
2026-08-24 07:34,641.74,,
2026-08-24 08:44,641.74,,
2026-08-24 09:54,641.74,,
2026-08-24 10:41,641.74,,
2026-08-24 11:41,641.74,,
2026-08-24 12:32,641.74,,
2026-08-24 13:22,641.74,,
2026-08-24 14:38,641.74,,
2026-08-24 15:46,641.74,,
2026-08-24 16:37,641.74,,
2026-08-24 17:34,641.74,,
2026-08-24 18:30,641.74,,
2026-08-24 19:26,641.74,,
2026-08-24 20:31,641.74,,
2026-08-24 21:25,641.74,,
2026-08-24 22:23,641.74,,
2026-08-24 23:23,641.74,,
2026-08-25 00:20,641.74,,
2026-08-25 01:18,641.74,,
2026-08-25 02:56,641.74,,
2026-08-25 04:17,641.74,,
2026-08-25 05:44,635.13,,
2026-08-25 06:34,635.13,,
2026-08-25 07:27,635.13,,
2026-08-25 08:37,635.13,,
2026-08-25 09:39,635.13,,
2026-08-25 10:36,635.13,,
2026-08-25 11:31,635.13,,
2026-08-25 12:26,635.13,,
2026-08-25 13:22,635.13,,
2026-08-25 14:37,635.13,,
2026-08-25 15:44,635.13,,
2026-08-25 16:39,635.13,,
2026-08-25 17:37,641.7,,
2026-08-25 18:30,641.7,,
2026-08-25 19:26,635.12,,
2026-08-25 20:32,635.12,,
2026-08-25 21:27,635.12,,
2026-08-25 22:22,635.12,,
2026-08-26 00:20,635.12,,
2026-08-26 01:21,635.12,,
2026-08-26 02:58,635.12,,
2026-08-26 06:35,635.12,,
2026-08-26 07:29,635.12,,
2026-08-26 08:38,635.12,,
2026-08-26 09:42,635.12,,
2026-08-26 10:36,635.12,,
2026-08-26 11:36,635.12,,
2026-08-26 12:30,635.12,,
